title,company,location,work_type,level,compensation,link
Staff Software Engineer (AI/Python),Castor,Netherlands,Remote,Senior level,,https://builtin.com/job/staff-software-engineer-ai-python/8362002
"Staff Engineer, Distributed Storage,HPC & AI Infrastructure",Together AI,"Amsterdam, NLD",In-Office,Senior level,,https://builtin.com/job/staff-engineer-distributed-storage-and-hpc-ai-infrastructure/8256176
"Applied AI, Forward Deployed Machine Learning Engineer - EMEA",Mistral AI,7 Locations,In-Office or Remote,Mid level,,https://builtin.com/job/ai-solution-architect-europe/2935725
Senior Staff Data Engineer- ML & AI Platform,Adevinta,"Amsterdam, NLD",In-Office,Senior level,,https://builtin.com/job/senior-staff-data-engineer-ml-ai-platform/8239343
Senior Software Engineer (TypeScript) - AI/ML,ClickHouse,The Netherlands,Remote,Senior level,,https://builtin.com/job/fullstack-engineer-ai-ml/7598993
Senior Machine Learning Engineer (IntelliJ AI),JetBrains,8 Locations,In-Office,Senior level,,https://builtin.com/job/senior-machine-learning-engineer-intellij-ai/8006782
Backend Engineer (AI Agents),Maze (mazehq.com),28 Locations,Remote,Expert/Leader,,https://builtin.com/job/backend-engineer-ai-agents/7321351
Senior AI Full-Stack Software Engineer,Skedda,28 Locations,Remote,Senior level,75K-85K Annually,https://builtin.com/job/senior-ai-full-stack-software-engineer/7784584
Senior AI/ML Engineer,Nansen,45 Locations,In-Office or Remote,Senior level,,https://builtin.com/job/senior-ai-ml-engineer/6861921
"Fullstack Engineer, Generative AI (Frontend Focus)",Cracken,28 Locations,,Mid level,,https://builtin.com/job/fullstack-engineer-generative-ai-frontend-focus/7774052
AI/ML Engineer,Cracken,28 Locations,,Mid level,3-5 Annually,https://builtin.com/job/ai-ml-engineer/7774043
"Fullstack Engineer, Generative AI (Backend Focus)",Cracken,28 Locations,,Senior level,,https://builtin.com/job/fullstack-engineer-generative-ai-backend-focus/7774049
Distinguished AI Engineer,Capital One,6 Locations,Hybrid,Senior level,245K-335K Annually,https://builtin.com/job/distinguished-ai-engineer/8162528
Staff AI Engineer - Simulation Environments,Datadog,"New York, NY, USA",Hybrid,Senior level,234K-300K Annually,https://builtin.com/job/staff-ai-engineer-simulation-environments/8394384
Advisory National CT&I - AI Engineer - Director,PwC,7 Locations,Hybrid,Expert/Leader,155K-410K Annually,https://builtin.com/job/advisory-national-ct-i-ai-engineer-director/7864001
Senior Lead AI Engineer (Gen AI Platform Services),Capital One,5 Locations,Hybrid,Senior level,225K-281K Annually,https://builtin.com/job/senior-lead-ai-engineer-gen-ai-platform-services/6932320
Senior Lead AI Engineer (Gen AI Platform Services),Capital One,5 Locations,Hybrid,Senior level,230K-286K Annually,https://builtin.com/job/senior-lead-ai-engineer-gen-ai-platform-services/8149307
AI Engineer,Capco,"New York, NY, USA",Hybrid,Senior level,125K-143K Annually,https://builtin.com/job/ai-engineer/7740286
Senior AI Engineer,Capital One,5 Locations,Hybrid,Senior level,162K-201K Annually,https://builtin.com/job/senior-ai-engineer/8363754
AI Engineer,Hiya Inc.,4 Locations,Remote or Hybrid,Mid level,134K-262K Annually,https://builtin.com/job/ai-engineer/7415764
AI Engineer,Hiya Inc.,4 Locations,Remote or Hybrid,Mid level,134K-262K Annually,https://builtin.com/job/ai-engineer/8349500
"Global Allocation AI Engineer, Vice President",BlackRock,"New York, NY, USA",In-Office,Mid level,162K-215K Annually,https://builtin.com/job/global-allocation-ai-engineer-vice-president/7212355
AI Engineer (Search and Context),Hex,3 Locations,Remote or Hybrid,Senior level,225K-275K Annually,https://builtin.com/job/ai-engineer-search-and-context/8074529
Senior Lead AI Engineer (AI Foundations),Capital One,3 Locations,Hybrid,Senior level,225K-281K Annually,https://builtin.com/job/senior-lead-ai-engineer-ai-foundations/7666865
"Senior Lead AI Engineer (FM Hosting, LLM Inference)",Capital One,3 Locations,Hybrid,Senior level,230K-286K Annually,https://builtin.com/job/senior-lead-ai-engineer-fm-hosting-llm-inference/8314732
Senior Lead AI Engineer (MLX),Capital One,3 Locations,Hybrid,Senior level,230K-286K Annually,https://builtin.com/job/senior-lead-ai-engineer-mlx/8314728
"Senior AI Engineer (FM Hosting, LLM Inference)",Capital One,3 Locations,Hybrid,Senior level,162K-201K Annually,https://builtin.com/job/senior-ai-engineer-fm-hosting-llm-inference/8314722
Senior Lead AI Engineer (Remote-Eligible),Capital One,2 Locations,Remote or Hybrid,Senior level,251K-286K Annually,https://builtin.com/job/senior-lead-ai-engineer-remote-eligible/8314692
Sr. Distinguished AI Engineer (Agentic AI Platform),Capital One,4 Locations,Hybrid,Senior level,315K-392K Annually,https://builtin.com/job/sr-distinguished-ai-engineer-agentic-ai-platform/8314668
AI Engineer (Curator),Hex,"New York, NY, USA",Hybrid,Senior level,180K-270K Annually,https://builtin.com/job/ai-engineer-curator/7173715
Senior Associate - AI Engineer,New York Life Insurance Company,"New York, NY, USA",In-Office,Senior level,124K-177K Annually,https://builtin.com/job/senior-associate-ai-engineer/7393603
Sr. Lead AI Engineer,Capital One,4 Locations,Hybrid,Senior level,205K-281K Annually,https://builtin.com/job/sr-lead-ai-engineer/7904331
Business Technology AI Engineer IV,Samsara,United States,Remote or Hybrid,Senior level,102K-137K Annually,https://builtin.com/job/business-technology-ai-engineer-iv/8384879
"Lead AI Engineer (FM Hosting, LLM Inference)",Capital One,4 Locations,Hybrid,Mid level,197K-246K Annually,https://builtin.com/job/lead-ai-engineer-fm-hosting-llm-inference/8297038
AI Engineer,Standard Template Labs,"New York, NY, USA",In-Office,Senior level,,https://builtin.com/job/ai-ml-engineer/7149858
Senior Lead AI Engineer,Capital One,5 Locations,Hybrid,Senior level,225K-281K Annually,https://builtin.com/job/senior-lead-ai-engineer/7645448
"Lead AI Engineer (FM Hosting, LLM Inference)",Capital One,5 Locations,Hybrid,Mid level,193K-241K Annually,https://builtin.com/job/lead-ai-engineer-fm-hosting-llm-inference/7161310
Senior Lead AI Engineer (FM Hosting),Capital One,4 Locations,Hybrid,Senior level,230K-286K Annually,https://builtin.com/job/senior-lead-ai-engineer/7645441
"Senior AI Engineer (AI Foundations, LLM Core and Agentic AI)",Capital One,5 Locations,Hybrid,Senior level,159K-197K Annually,https://builtin.com/job/senior-ai-engineer-ai-foundations-llm-core-and-agentic-ai/7612271
"Senior Lead AI Engineer (AI Foundations, LLM Core and Agentic AI)",Capital One,5 Locations,Hybrid,Senior level,225K-281K Annually,https://builtin.com/job/senior-lead-ai-engineer-ai-foundations-llm-core-and-agentic-ai/7612300
"Lead AI Engineer (AI Foundations, LLM Core and Agentic AI)",Capital One,5 Locations,Hybrid,Mid level,197K-246K Annually,https://builtin.com/job/lead-ai-engineer-ai-foundations-llm-core-and-agentic-ai/7612306
"Lead AI Engineer (AI Foundations, LLM Core and Agentic AI)",Capital One,5 Locations,Hybrid,Mid level,193K-241K Annually,https://builtin.com/job/lead-ai-engineer-ai-foundations-llm-core-and-agentic-ai/7630264
"Senior AI Engineer  (AI Foundations, LLM Core and Agentic AI)",Capital One,5 Locations,Hybrid,Senior level,162K-201K Annually,https://builtin.com/job/senior-ai-engineer-ai-foundations-llm-core-and-agentic-ai/7612302
"Senior Lead AI Engineer (AI Foundations, LLM Core and Agentic AI)",Capital One,5 Locations,Hybrid,Senior level,230K-286K Annually,https://builtin.com/job/senior-lead-ai-engineer-ai-foundations-llm-core-and-agentic-ai/7612309
"Senior AI Engineer (AI Foundations, LLM Core and Agentic AI)",Capital One,5 Locations,Hybrid,Senior level,159K-197K Annually,https://builtin.com/job/senior-ai-engineer-ai-foundations-llm-core-and-agentic-ai/7630227
"Senior Lead AI Engineer (AI Foundations, LLM Core and Agentic AI)",Capital One,5 Locations,Hybrid,Senior level,225K-281K Annually,https://builtin.com/job/senior-lead-ai-engineer-ai-foundations-llm-core-and-agentic-ai/7630223
Senior Enterprise AI Engineer,Wasabi Technologies,United States of America,Remote,Senior level,160K-200K Annually,https://builtin.com/job/senior-enterprise-ai-engineer/8348181
Principal AI Engineer (Remote),Rula,United States,Remote,Senior level,229K-284K Annually,https://builtin.com/job/principal-ai-engineer-remote/8334407
"Senior AI Engineer (AI Foundations, LLM Core and Agentic AI)",Capital One,5 Locations,Hybrid,Senior level,162K-201K Annually,https://builtin.com/job/senior-ai-engineer-ai-foundations-llm-core-and-agentic-ai/7597859
"Senior AI Engineer (AI Foundations, LLM Core and Agentic AI)",Capital One,5 Locations,Hybrid,Senior level,162K-201K Annually,https://builtin.com/job/senior-ai-engineer-ai-foundations-llm-core-and-agentic-ai/7597818
"Senior Lead AI Engineer (AI Foundations, LLM Core and Agentic AI)",Capital One,5 Locations,Hybrid,Senior level,230K-286K Annually,https://builtin.com/job/senior-lead-ai-engineer-ai-foundations-llm-core-and-agentic-ai/7597833
Senior Lead AI Engineer (LLM Customization and Finetuning),Capital One,5 Locations,Hybrid,Senior level,225K-281K Annually,https://builtin.com/job/senior-lead-ai-engineer-llm-customization-and-finetuning/6932183
Senior AI Engineer (LLM Core),Capital One,5 Locations,Hybrid,Senior level,159K-197K Annually,https://builtin.com/job/senior-ai-engineer-llm-core/6932213
Advisory National CT&I - AI Engineer - Manager,PwC,6 Locations,Hybrid,Senior level,99K-232K Annually,https://builtin.com/job/advisory-national-ct-i-ai-engineer-manager/7590114
Senior Associate - AI Engineer,New York Life Insurance Company,"New York, NY, USA",In-Office,Senior level,124K-177K Annually,https://builtin.com/job/senior-associate-ai-engineer/7332303
"2026 Technology, Data, AI & Ventures Summer Internship Program - AI Engineer/Data Scientist Intern",New York Life Insurance Company,"New York, NY, USA",In-Office,Internship,30-35 Hourly,https://builtin.com/job/2026-technology-data-ai-ventures-summer-internship-program-ai-ml-intern/7332289
Senior Associate - AI Engineer,New York Life Insurance Company,"New York, NY, USA",In-Office,Senior level,124K-177K Annually,https://builtin.com/job/corporate-vice-president-ai-engineer/7332291
Sr/Staff AI Engineer,BNSF Railway,United States,Remote,Senior level,160K-300K Annually,https://builtin.com/job/sr-staff-ai-engineer/8318455
"Lead AI Engineer (AI Foundations, LLM Core and Agentic AI)",Capital One,5 Locations,Hybrid,Mid level,197K-246K Annually,https://builtin.com/job/lead-ai-engineer-ai-foundations-llm-core-and-agentic-ai/7575342
"Lead AI Engineer (AI Foundations, LLM Core and Agentic AI)",Capital One,5 Locations,Hybrid,Mid level,197K-246K Annually,https://builtin.com/job/lead-ai-engineer-ai-foundations-llm-core-and-agentic-ai/7575304
"Senior Lead AI Engineer (AI Foundations, LLM Core and Agentic AI)",Capital One,5 Locations,Hybrid,Senior level,225K-281K Annually,https://builtin.com/job/senior-lead-ai-engineer-ai-foundations-llm-core-and-agentic-ai/7575336
"Lead AI Engineer (AI Foundations, LLM Core and Agentic AI)",Capital One,5 Locations,Hybrid,Mid level,193K-241K Annually,https://builtin.com/job/lead-ai-engineer-ai-foundations-llm-core-and-agentic-ai/7575383
"Lead AI Engineer (AI Foundations, LLM Core and Agentic AI)",Capital One,5 Locations,Hybrid,Mid level,193K-241K Annually,https://builtin.com/job/lead-ai-engineer-ai-foundations-llm-core-and-agentic-ai/7575347
"Senior Lead AI Engineer (AI Foundations, LLM Core and Agentic AI)",Capital One,5 Locations,Hybrid,Senior level,230K-286K Annually,https://builtin.com/job/senior-lead-ai-engineer-ai-foundations-llm-core-and-agentic-ai/7575332
Senior AI Engineer,Capital One,3 Locations,Hybrid,Senior level,162K-201K Annually,https://builtin.com/job/senior-ai-engineer/8236527
Senior Lead AI Engineer,Capital One,4 Locations,Hybrid,Senior level,225K-281K Annually,https://builtin.com/job/senior-lead-ai-engineer/7304462
Senior AI Engineer (AI Foundations),Capital One,4 Locations,Hybrid,Mid level,159K-197K Annually,https://builtin.com/job/senior-ai-engineer-ai-foundations/7086912
"Lead AI Engineer (AI Foundations, LLM Core)",Capital One,5 Locations,Hybrid,Mid level,193K-241K Annually,https://builtin.com/job/lead-ai-engineer-ai-foundations-llm-core/7086915
Senior AI Engineer (AI Foundations),Capital One,5 Locations,Hybrid,Mid level,159K-197K Annually,https://builtin.com/job/senior-ai-engineer-ai-foundations/7555103
"Lead AI Engineer (AI Foundations, LLM Core and Agentic AI)",Capital One,5 Locations,Hybrid,Mid level,197K-246K Annually,https://builtin.com/job/lead-ai-engineer-ai-foundations-llm-core-and-agentic-ai/8218120
Full Stack AI Engineer - Senior Associate - Commercial Technology & Innovation,PwC,6 Locations,Hybrid,Mid level,77K-202K Annually,https://builtin.com/job/advisory-national-ct-i-ai-engineer-senior-associate/7590111
Applied AI Engineer,Zapier,2 Locations,Remote,Senior level,192K-287K Annually,https://builtin.com/job/applied-ai-engineer/8284307
Lead AI Engineer,Capital One,5 Locations,Hybrid,Mid level,197K-246K Annually,https://builtin.com/job/lead-ai-engineer-ai-foundations/7503993
"Senior Lead AI Engineer (AI Foundations, LLM Core)",Capital One,5 Locations,Hybrid,Senior level,225K-281K Annually,https://builtin.com/job/senior-lead-ai-engineer-ai-foundations-llm-core/7300084
Senior Lead AI Engineer,Capital One,5 Locations,Hybrid,Senior level,225K-281K Annually,https://builtin.com/job/senior-lead-ai-engineer/7503990
Senior AI Engineer,Samsara,United States,Remote or Hybrid,Senior level,126K-190K Annually,https://builtin.com/job/senior-ai-engineer/7125600
"Staff AI Engineer, Trust & Safety Operations",Hinge,"New York, NY, USA",Hybrid,Senior level,250K-325K Annually,https://builtin.com/job/staff-ai-engineer-trust-safety-operations/8025892
Sr. Distinguished AI Engineer,Capital One,6 Locations,Hybrid,Expert/Leader,286K-392K Annually,https://builtin.com/job/sr-distinguished-ai-engineer/8028327
"Senior AI Engineer (Gen AI Platform Services, Agentic Systems)",Capital One,5 Locations,Hybrid,Senior level,159K-197K Annually,https://builtin.com/job/senior-ai-engineer-gen-ai-platform-services-agentic-systems/8029698
Product Engineer - AI Platform,Hex,2 Locations,Hybrid,Senior level,160K-236K Annually,https://builtin.com/job/product-engineer-ai-platform/7249064
"Senior Software Engineer (Backend, Tech Lead - AI-Enabled Systems)",Particle Health,"New York City, NY, USA",In-Office,Senior level,190K-220K Annually,https://builtin.com/job/senior-software-engineer-backend-tech-lead-ai-enabled-systems/8393632
Senior AI Engineer - APM Experiences,Datadog,"New York, NY, USA",Hybrid,Senior level,187K-240K Annually,https://builtin.com/job/senior-ai-engineer-apm-experiences/7775659
"Lead AI Engineer (Gen AI Platform Services, Python, Kubernetes)",Capital One,5 Locations,Hybrid,Senior level,193K-241K Annually,https://builtin.com/job/lead-ai-engineer-gen-ai-platform-services-python-kubernetes/7060345
Lead AI Engineer,Capital One,5 Locations,Hybrid,Mid level,193K-241K Annually,https://builtin.com/job/lead-ai-engineer/8017526
Applied AI Engineer,Automattic,"New York, NY, USA",In-Office,Mid level,130K-250K Annually,https://builtin.com/job/applied-ai-engineer/7047212
Sr Staff Cyber Security Engineer (AI),NBCUniversal,"New York, NY, USA",Remote or Hybrid,Senior level,145K-175K Annually,https://builtin.com/job/sr-staff-cyber-security-engineer-ai/8383139
AI Staff Software Engineer (Patient),Headway,3 Locations,In-Office,Senior level,224K-280K Annually,https://builtin.com/job/ai-staff-software-engineer-patient/8381956
Experienced Software Engineer - AI Tools,Hudson River Trading,2 Locations,In-Office,Senior level,200K-300K Annually,https://builtin.com/job/experienced-software-engineer-ai-tools/8380657
Staff Applied AI/ ML Engineer - Customer Experience Platform,Gusto,5 Locations,Remote or Hybrid,Senior level,200K-290K Annually,https://builtin.com/job/staff-machine-learning-engineer-applied-ai-ml/6998832
"Staff Applied AI and Machine Learning Engineer, Payments & Risk",Gusto,6 Locations,Remote or Hybrid,Senior level,170K-250K Annually,https://builtin.com/job/staff-applied-modeler-risk/7121992
Software Engineer - AI Platform,Superblocks,"New York City, NY, USA",In-Office,Mid level,175K-275K Annually,https://builtin.com/job/software-engineer-ai-platform/8380448
Distinguished AI Engineer,Capital One,6 Locations,Hybrid,Senior level,245K-335K Annually,https://builtin.com/job/distinguished-ai-engineer/8170033
"Sr, Distinguished AI Engineer",Capital One,5 Locations,Hybrid,Expert/Leader,286K-392K Annually,https://builtin.com/job/sr-distinguished-ai-engineer/8169985
Senior AI/ML Software Engineer - Remote,Optum,5 Locations,In-Office or Remote,Senior level,90K-161K Annually,https://builtin.com/job/senior-ai-ml-software-engineer-remote/8130350
Senior Associate - AI Solutions Intelligence Engineer,New York Life Insurance Company,"New York, NY, USA",In-Office,Senior level,124K-177K Annually,https://builtin.com/job/senior-associate-ai-solutions-intelligence-engineer/8119974
"Senior/Principal Systems Engineer, Workers AI (AI/ML)",Cloudflare,4 Locations,Hybrid,Senior level,,https://builtin.com/job/senior-principal-systems-engineer-workers-ai-ai-ml/6847192
AI Research Engineer – Datadog AI Research (DAIR),Datadog,"New York, NY, USA",Hybrid,Mid level,140K-400K Annually,https://builtin.com/job/ai-research-engineer-datadog-ai-research-dair/6943298
Senior Software Engineer - AI Code Gen - Agent Engineer,Datadog,"New York, NY, USA",Hybrid,Senior level,187K-240K Annually,https://builtin.com/job/senior-software-engineer-ai-code-gen-agent-engineer/6732984
"Staff Software Engineer, AI",BlackLine,"New York, NY, USA",Remote or Hybrid,Mid level,193K-242K Annually,https://builtin.com/job/staff-software-engineer-ai/8236284
Principal Conversational AI Developer,Genesys,8 Locations,In-Office or Remote,Senior level,105K-194K Annually,https://builtin.com/job/ps-principal-ai-voicebot-developer/7709436
Senior Customer AI Engineer,Bluefish,"New York, NY, USA",In-Office,Senior level,,https://builtin.com/job/senior-customer-ai-engineer/8395378
Applied AI Engineer,Sapien (sapien.ai),"New York, NY, USA",In-Office,Mid level,,https://builtin.com/job/research-engineer/7484248
"Senior Sales Engineer, AI Platform",Uniphore,2 Locations,In-Office or Remote,Senior level,142K-195K Annually,https://builtin.com/job/senior-sales-engineer-ai-platform/8344098
Data Scientist/AI Engineer (Remote),YouGov,2 Locations,In-Office or Remote,Senior level,152K-174K Annually,https://builtin.com/job/ai-data-scientist-remote/7871123
Applied AI Engineer (AI Automation),Fusemachines,"New York, NY, USA",In-Office,Mid level,,https://builtin.com/job/applied-ai-engineer-ai-automation/8165487
AI Engineer,Graphite,"New York, NY, USA",In-Office,Mid level,140K-200K Annually,https://builtin.com/job/ai-engineer/8387142
Lead AI Software Engineer- AI Enablement,Mastercard,"New York, NY, USA",Hybrid,Senior level,168K-277K Annually,https://builtin.com/job/lead-ai-software-engineer-ai-enablement/8331154
Senior Sales AI Engineer,Bluefish,"New York, NY, USA",In-Office,Senior level,,https://builtin.com/job/senior-sales-engineer/7740528
ML/AI Engineer,Rillet,2 Locations,In-Office,Mid level,100K-200K Annually,https://builtin.com/job/ml-ai-engineer/7255651
Forward Deployed AI Engineer,Tenex (tenex.co),"New York City, NY, USA",In-Office,Mid level,250K-800K Annually,https://builtin.com/job/forward-deployed-ai-engineer/7257124
Computer Vision AI Engineer,Momenti,"10014, New York, NY, USA",In-Office,Mid level,115K-175K Annually,https://builtin.com/job/computer-vision-ai-engineer/7735177
Machine Learning and AI Engineer - New York,Toggle AI,"New York, NY, USA",In-Office,Senior level,180K-350K Annually,https://builtin.com/job/machine-learning-and-ai-engineer-new-york/8151500
Applied AI Engineer (Digital Natives Business),Anthropic,3 Locations,In-Office,Mid level,200K-320K Annually,https://builtin.com/job/product-engineer-applied-ai/8152512
Data Scientist/AI Engineer,Arctiq,"New York, NY, USA",In-Office or Remote,Mid level,,https://builtin.com/job/data-scientist-ai-engineer/8380475
Staff AI Engineer,Rula,United States,Remote,Senior level,201K-249K Annually,https://builtin.com/job/staff-ai-engineer/8043008
"Senior Software Engineer - Studio - Java, AI",Clear Street,"New York, NY, USA",Hybrid,Senior level,175K-240K Annually,https://builtin.com/job/senior-software-engineer-studio-java-ai/7664544
AI Sales Engineer,Rubrik,"New York, NY, USA",In-Office,Senior level,154K-245K Annually,https://builtin.com/job/ai-sales-engineer/8316092
Retirement AI Senior Staff Engineer,Gusto,3 Locations,Hybrid,Expert/Leader,213K-278K Annually,https://builtin.com/job/retirement-ai-senior-staff-engineer/8315109
Applied AI Engineer,Crosby,"New York City, NY, USA",In-Office,Mid level,170K-250K Annually,https://builtin.com/job/applied-ai-engineer/8120539
Senior Conversational AI Engineer,Farther,"New York, NY, USA",In-Office,Senior level,,https://builtin.com/job/senior-conversational-ai-engineer/8120021
Senior AI Engineer,Recursion,2 Locations,In-Office,Senior level,112K-164K Annually,https://builtin.com/job/senior-ai-engineer/8119683
AI Engineer - NYC,AegisAI Security,"New York City, NY, USA",In-Office,Mid level,,https://builtin.com/job/ai-engineer-nyc/7234544
Applied AI Engineer – Agentic Workflows,Cohere AI,5 Locations,In-Office,Mid level,,https://builtin.com/job/applied-ai-engineer-agentic-workflows/8115165
Senior AI Engineer,Doctronic,"New York City, NY, USA",In-Office,Senior level,200K-350K Annually,https://builtin.com/job/senior-ai-engineer/8111735
"Staff Software Engineer, AI Phone Assistant",Zocdoc,USA,Remote or Hybrid,Senior level,180K-270K Annually,https://builtin.com/job/staff-software-engineer-ai-phone-assistant/8166611
Applied AI Engineer,Tenex (tenex.co),"New York City, NY, USA",In-Office,Senior level,250K-800K Annually,https://builtin.com/job/applied-ai-engineer/8095486
Staff Machine Learning Engineer (Platform - Risk AI/ML),Coinbase,USA,Remote,Senior level,218K-257K Annually,https://builtin.com/job/staff-machine-learning-engineer-platform-risk-ai-ml/8392253
Lead AI Engineer,Guardian Life,3 Locations,In-Office,Senior level,119K-195K Annually,https://builtin.com/job/ai-engineer/7508143
"Staff Software Engineer, AI",SoFi,2 Locations,Hybrid,Senior level,,https://builtin.com/job/staff-software-engineer-ai/7144973
Principal AI/ML Engineer,Onebrief,United States,Remote,Expert/Leader,265K-320K Annually,https://builtin.com/job/principal-ai-ml-engineer/7730986
Sr. AI/Machine Learning Engineer - Supply Chain,Samsara,United States,Remote or Hybrid,Senior level,158K-239K Annually,https://builtin.com/job/senior-applied-scientist-ii-supply-chain/7369934
AI Engineer,Distyl AI,2 Locations,In-Office,Junior,,https://builtin.com/job/forward-deployed-ai-engineer-all-levels/6804125
Senior AI Engineer,Horizon Media,"New York, NY, USA",In-Office,Senior level,140K-200K Annually,https://builtin.com/job/senior-cloud-engineer/6214169
"Senior AI Engineer, Conversational AI & Agentic Systems",Blooming Health,"New York, NY, USA",In-Office,Senior level,150K-210K Annually,https://builtin.com/job/senior-ai-engineer-conversational-ai-agentic-systems/7937097
AI Engineer,Vatic Labs,"New York, NY, USA",In-Office,Mid level,175K-275K Annually,https://builtin.com/job/ai-engineer/3995843
Senior Palantir AI Engineer (Palantir AIP),TWG Global,2 Locations,In-Office or Remote,Senior level,190K-200K Annually,https://builtin.com/job/senior-palantir-foundry-engineer/7985424
AI Engineer,Braintrust,3 Locations,In-Office,Mid level,,https://builtin.com/job/ai-engineer/8181364
Senior Software Engineer (AI Products),Mutiny,"New York City, NY, USA",In-Office,Senior level,180K-225K Annually,https://builtin.com/job/engineering-lead/4476482
Founding AI Engineer,Better Half,United States,Remote,Mid level,,https://builtin.com/job/founding-ai-engineer/8168967
AI Engineer (Pre-Sales),Adaptive ML,2 Locations,In-Office,Senior level,,https://builtin.com/job/ai-engineer-pre-sales/7208308
AI Engineer (Applied Scientist) III,Cedar,United States,Remote,Mid level,170K-200K Annually,https://builtin.com/job/ai-engineer-applied-scientist-iii/7529379
AI Engineer Internship,Solva,"New York City, NY, USA",In-Office,Internship,,https://builtin.com/job/ai-engineer-internship/8323813
Corporate Vice President -  Google Cloud Platform Engineer - Enterprise Cloud & AI Platform,New York Life Insurance Company,"New York, NY, USA",In-Office,Senior level,148K-211K Annually,https://builtin.com/job/corporate-vice-president-gcp-platform-engineer-enterprise-cloud-ai-platform/8282744
Lead AI/ML Engineer (NLP) - Remote,Optum,6 Locations,In-Office or Remote,Senior level,107K-194K Annually,https://builtin.com/job/lead-ai-ml-engineer-nlp-remote/8282091
AI Engineer,Adaptive ML,3 Locations,In-Office,Senior level,,https://builtin.com/job/solutions-engineer/3985633
Full Stack + AI Engineer,Gesture,"New York, NY, USA",In-Office,Mid level,,https://builtin.com/job/full-stack-ai-engineer/7412075
Sr Data Governance Engineer (AI),NBCUniversal,"New York, NY, USA",Hybrid,Senior level,115K-145K Annually,https://builtin.com/job/sr-data-governance-engineer-ai/8275319
Applied AI Engineer (Spatial and Embodied AI),Medal,2 Locations,In-Office,Senior level,150K-350K Annually,https://builtin.com/job/applied-ai-engineer-spatial-and-embodied-ai/8315107
Founding Staff AI Engineer,Qumis,2 Locations,In-Office,Senior level,150K-250K Annually,https://builtin.com/job/founding-staff-ai-engineer/8309932
"Staff Software Engineer, Full-Stack - Enterprise Gen AI",Scale AI,3 Locations,In-Office,Junior,248K-311K Annually,https://builtin.com/job/software-engineer-frontend-enterprise-gen-ai/4213099
"Rust, AI Platform Engineer, Director",BlackRock,"New York, NY, USA",In-Office,Expert/Leader,215K-275K Annually,https://builtin.com/job/rust-ai-platform-engineer-director/6813336
AI Lead Software Engineer - Remote,Commerce,United States,Remote,Senior level,165K-290K Annually,https://builtin.com/job/lead-software-engineer/6995744
Technical Operations Engineer III - Agentic AI (Remote),CrowdStrike,2 Locations,Remote or Hybrid,Mid level,120K-180K Annually,https://builtin.com/job/technical-operations-engineer-iii-agentic-ai-remote/8260418
"Staff Software Engineer, Applied AI",Webflow,3 Locations,Remote,Senior level,154K-248K Annually,https://builtin.com/job/staff-software-engineer-applied-ai/7238249
Senior Machine Learning Engineer - Risk AI/ML,Coinbase,USA,Remote,Senior level,186K-225K Annually,https://builtin.com/job/senior-machine-learning-engineer-risk-ai-ml/8363514
Senior Artificial Intelligence Engineer,"MESO SCALE DIAGNOSTICS, LLC.",United States,Remote,Senior level,101K-155K Annually,https://builtin.com/job/senior-artificial-intelligence-engineer/8400120
AI Engineer,Guild Mortgage,USA,Remote,Mid level,106K-140K Annually,https://builtin.com/job/ai-engineer/8399099
"Senior Software Engineer, AI",Webflow,3 Locations,Remote,Senior level,132K-207K Annually,https://builtin.com/job/senior-software-engineer-ai/7201524
AI Integrations Staff Engineer,Vetcove,USA,Remote,Mid level,90K-180K Annually,https://builtin.com/job/ai-integrations-staff-engineer/7939728
Applied AI Engineer,PermitFlow,"New York, NY, USA",In-Office,Mid level,175K-250K Annually,https://builtin.com/job/applied-ai-engineer/6779324
AI Engineer - Backend,Traversal,"New York, NY, USA",In-Office,Mid level,150K-300K Annually,https://builtin.com/job/ai-engineer-backend/7173247
Staff Software Engineer - AI Growth Lead,Coinbase,USA,Remote,Senior level,218K-257K Annually,https://builtin.com/job/staff-software-engineer-ai-growth-lead/8345952
Senior Software Engineer - AI Platform (AI Acceleration),Coinbase,USA,Remote,Senior level,186K-219K Annually,https://builtin.com/job/senior-software-engineer-ai-platform-ai-acceleration/8345913
Machine Learning Engineer - Risk AI/ML,Coinbase,USA,Remote,Mid level,162K-190K Annually,https://builtin.com/job/machine-learning-engineer-risk-ai-ml/8345870
Principal AI Engineer (Remote),TENEX.AI,USA,Remote,Expert/Leader,,https://builtin.com/job/principal-ai-engineer-remote/7483844
Staff AI Engineer,Loop AI - Delivery Intelligence Platform,"New York, NY, USA",In-Office,Senior level,200K-300K Annually,https://builtin.com/job/staff-ai-engineer/8297866
AI First Software Engineer - Senior Associate,PwC,67 Locations,Hybrid,Mid level,77K-202K Annually,https://builtin.com/job/ai-first-software-engineer-senior-associate/7327457
AI First Software Engineer - Manager,PwC,68 Locations,Hybrid,Senior level,99K-232K Annually,https://builtin.com/job/ai-first-software-engineer-manager/7327471
Conversational AI Engineer,Zillow,USA,Remote,Senior level,130K-218K Annually,https://builtin.com/job/conversational-ai-engineer/8348227
AI Engineer,Cinder,"New York, NY, USA",In-Office,Senior level,200K-250K Annually,https://builtin.com/job/ai-engineer/8082491
